ID,Name,Position,SM,WF,Rating,Color,League,Club,Country,Age,Rarity,Foot,Attack WR,Defense WR,Cost
8171,Cauley Woodrow,ST,3,4,69,silver,EFL Championship (ENG 2),Luton Town,England,28,Non Rare,Right,High,Med,800
8172,Luke Berry,CM,3,3,68,silver,EFL Championship (ENG 2),Luton Town,England,30,Non Rare,Right,High,Med,700
8173,Reece Burke,CB,2,3,68,silver,EFL Championship (ENG 2),Luton Town,England,26,Non Rare,Right,Med,Med,700
8174,Carlton Morris,ST,3,4,68,silver,EFL Championship (ENG 2),Luton Town,England,27,Non Rare,Right,Med,High,600
8175,Fred Onyedinma,LW,3,3,68,silver,EFL Championship (ENG 2),Luton Town,Nigeria,26,Rare,Right,Med,Med,550
8176,James Shea,GK,1,2,67,silver,EFL Championship (ENG 2),Luton Town,England,31,Non Rare,Right,Med,Med,600
8177,Gabriel Osho,CB,2,3,67,silver,EFL Championship (ENG 2),Luton Town,England,24,Non Rare,Right,High,Med,600
8178,Matt Macey,GK,1,2,67,silver,EFL Championship (ENG 2),Luton Town,England,28,Rare,Right,Med,Med,1000
8179,Henri Lansbury,CM,3,3,67,silver,EFL Championship (ENG 2),Luton Town,England,32,Non Rare,Right,Med,Med,700
8180,Dan Potts,LB,2,3,67,silver,EFL Championship (ENG 2),Luton Town,England,28,Non Rare,Left,Med,Med,1000
8181,Cameron Jerome,ST,3,2,66,silver,EFL Championship (ENG 2),Luton Town,England,36,Non Rare,Right,Med,Med,700
8182,Alfie Doughty,LWB,2,3,66,silver,EFL Championship (ENG 2),Luton Town,England,23,Rare,Left,High,Med,550
8183,Louie Watson,LM,3,3,62,bronze,EFL Championship (ENG 2),Luton Town,Republic of Ireland,21,Non Rare,Right,Med,Med,2700
8184,Harry Isted,GK,1,3,60,bronze,EFL Championship (ENG 2),Luton Town,England,25,Non Rare,Right,Med,Med,200
8185,Avan Jones,RWB,2,2,51,bronze,EFL Championship (ENG 2),Luton Town,England,21,Non Rare,Right,Med,Med,200
8186,Thomas Strakosha,GK,1,2,78,gold,Premier League,Brentford,Albania,27,Non Rare,Right,Med,Med,600
8187,Ben Mee,CB,2,3,78,gold,Premier League,Brentford,England,33,Non Rare,Left,Low,High,650
8188,Ivan Toney,ST,3,3,77,gold,Premier League,Brentford,England,26,Non Rare,Right,High,High,650
8189,Christian Nørgaard,CDM,3,3,76,gold,Premier League,Brentford,Denmark,28,Non Rare,Right,Med,High,600
8190,David Raya Martin,GK,1,3,76,gold,Premier League,Brentford,Spain,27,Non Rare,Right,Med,Med,650
8191,Mikkel Damsgaard,LM,4,3,76,gold,Premier League,Brentford,Denmark,22,Non Rare,Right,High,Low,600
8192,Bryan Mbeumo,RW,4,2,75,gold,Premier League,Brentford,Cameroon,23,Non Rare,Left,High,High,550
8193,Yoane Wissa,LW,3,3,75,gold,Premier League,Brentford,Congo DR,26,Non Rare,Right,Med,Med,600
8194,Aaron Hickey,LWB,2,5,75,gold,Premier League,Brentford,Scotland,20,Non Rare,Right,High,High,550
8195,Pontus Jansson,CB,2,3,75,gold,Premier League,Brentford,Sweden,31,Non Rare,Right,Med,Med,600
8196,Kristoffer Ajer,CB,3,3,75,gold,Premier League,Brentford,Norway,24,Non Rare,Right,High,High,650
8197,Ethan Pinnock,CB,2,3,75,gold,Premier League,Brentford,Jamaica,29,Non Rare,Left,Med,High,650
8198,Rico Henry,LWB,3,2,75,gold,Premier League,Brentford,England,25,Rare,Left,High,High,650
8199,Mathias Jensen,CM,3,4,74,silver,Premier League,Brentford,Denmark,27,Rare,Right,Med,High,750
8200,Vitaly Janelt,CM,3,3,74,silver,Premier League,Brentford,Germany,24,Rare,Left,High,High,800
8201,Josh Dasilva,CM,3,3,73,silver,Premier League,Brentford,England,24,Rare,Left,High,Med,1200
8202,Frank Onyeka,CDM,3,3,73,silver,Premier League,Brentford,Nigeria,25,Rare,Right,High,High,1000
8203,Sergi Canós Tenés,LW,3,3,72,silver,Premier League,Brentford,Spain,25,Non Rare,Right,High,Med,1000
8204,Keane Lewis-Potter,LW,3,4,71,silver,Premier League,Brentford,England,21,Non Rare,Right,High,Med,1100
8205,Shandon Baptiste,CM,3,4,69,silver,Premier League,Brentford,Grenada,24,Non Rare,Right,Med,Med,850
8206,Mads Roerslev,RWB,3,3,69,silver,Premier League,Brentford,Denmark,23,Non Rare,Right,Med,Med,650
8207,Saman Ghoddos,CAM,4,3,68,silver,Premier League,Brentford,Iran,29,Rare,Right,Med,Med,1200
8208,Charlie Goode,CB,2,2,67,silver,Premier League,Brentford,England,27,Rare,Right,Med,Med,650
8209,Aaron Pressley,ST,2,3,61,bronze,Premier League,Brentford,Scotland,21,Non Rare,Right,Med,Low,650
8210,Matthew Cox,GK,1,3,59,bronze,Premier League,Brentford,England,19,Non Rare,Right,Med,Med,400
8211,Alex Gilbert,LW,2,4,59,bronze,Premier League,Brentford,Republic of Ireland,21,Non Rare,Right,Med,Med,600
8212,Ryan Trevitt,CAM,2,3,57,bronze,Premier League,Brentford,England,19,Non Rare,Right,High,Med,1100
8213,Marvin Ekpiteta,CB,2,1,71,silver,EFL Championship (ENG 2),Blackpool,England,27,Non Rare,Right,Med,Med,650
8214,Kenny Dougall,CDM,3,4,70,silver,EFL Championship (ENG 2),Blackpool,Australia,29,Non Rare,Right,Med,High,550
8215,Ian Poveda,RW,3,3,69,silver,EFL Championship (ENG 2),Blackpool,England,22,Non Rare,Left,Med,Med,550
8216,Keshi Anderson,LM,3,3,69,silver,EFL Championship (ENG 2),Blackpool,England,27,Rare,Right,High,Med,600
8217,Kevin Stewart,CDM,3,3,69,silver,EFL Championship (ENG 2),Blackpool,Jamaica,29,Non Rare,Right,Med,High,600
8218,Jordan Lawrence-Gabriel,RB,2,2,68,silver,EFL Championship (ENG 2),Blackpool,England,24,Rare,Right,High,Med,600
8219,Chris Maxwell,GK,1,3,68,silver,EFL Championship (ENG 2),Blackpool,Wales,32,Non Rare,Right,Med,Med,600
8220,Jerry Yates,ST,3,3,68,silver,EFL Championship (ENG 2),Blackpool,England,26,Non Rare,Right,High,Med,600
8221,James Husband,CB,2,3,67,silver,EFL Championship (ENG 2),Blackpool,England,29,Non Rare,Left,Med,Med,550
8222,CJ Hamilton,RM,3,3,67,silver,EFL Championship (ENG 2),Blackpool,Republic of Ireland,27,Rare,Left,High,Med,500
8223,Luke Garbutt,LB,3,3,67,silver,EFL Championship (ENG 2),Blackpool,England,29,Non Rare,Left,High,Med,800
8224,Shayne Lavery,ST,2,3,67,silver,EFL Championship (ENG 2),Blackpool,Northern Ireland,24,Non Rare,Right,High,Med,550
8225,Callum Wright,CM,3,3,66,silver,EFL Championship (ENG 2),Blackpool,England,22,Non Rare,Right,Med,Med,1900
8226,Jordan Thorniley,CB,2,2,66,silver,EFL Championship (ENG 2),Blackpool,England,26,Non Rare,Left,Med,High,600
8227,Callum Connolly,CB,3,3,66,silver,EFL Championship (ENG 2),Blackpool,England,25,Non Rare,Right,Med,Med,650
8228,Gary Madine,ST,2,3,66,silver,EFL Championship (ENG 2),Blackpool,England,32,Non Rare,Right,Med,Low,550
8229,Daniel Grimshaw,GK,1,2,65,silver,EFL Championship (ENG 2),Blackpool,England,25,Non Rare,Right,Med,Med,600
8230,Lewis Fiorini,CM,2,3,65,silver,EFL Championship (ENG 2),Blackpool,Scotland,20,Non Rare,Right,High,Med,650
8231,Rhys Williams,CB,2,2,65,silver,EFL Championship (ENG 2),Blackpool,England,21,Rare,Right,Low,Med,600
8232,Theo Corbeanu,RW,3,5,65,silver,EFL Championship (ENG 2),Blackpool,Canada,20,Rare,Left,High,Med,700
8233,Jake Beesley,ST,2,2,65,silver,EFL Championship (ENG 2),Blackpool,England,26,Non Rare,Right,Med,Med,650
8234,Dominic Thompson,LWB,2,3,64,bronze,EFL Championship (ENG 2),Blackpool,England,22,Rare,Left,High,Med,350
8235,Charlie Patino,CM,2,3,64,bronze,EFL Championship (ENG 2),Blackpool,England,19,Rare,Left,Med,Med,400
8236,Stuart Moore,GK,1,2,59,bronze,EFL Championship (ENG 2),Blackpool,England,28,Non Rare,Right,Med,Med,200
8237,Sonny Carey,CAM,2,2,59,bronze,EFL Championship (ENG 2),Blackpool,England,22,Non Rare,Right,High,Low,350
8238,Funso Ojo,CDM,3,3,66,silver,EFL League One (ENG 3),Port Vale,Belgium,31,Non Rare,Right,Low,Med,600
8239,Ben Garrity,CM,3,2,65,silver,EFL League One (ENG 3),Port Vale,England,25,Rare,Right,High,Med,550
8240,Jack Stevens,GK,1,3,65,silver,EFL League One (ENG 3),Port Vale,England,25,Non Rare,Right,Med,Med,600
8241,Ellis Harrison,ST,3,4,65,silver,EFL League One (ENG 3),Port Vale,Wales,28,Rare,Right,High,High,600
8242,Tom Conlon,CM,3,4,65,silver,EFL League One (ENG 3),Port Vale,England,26,Non Rare,Left,High,High,650
8243,Gavin Massey,RM,3,3,64,bronze,EFL League One (ENG 3),Port Vale,England,30,Rare,Right,Med,Med,400
8244,Tom Pett,CM,3,4,64,bronze,EFL League One (ENG 3),Port Vale,England,31,Rare,Right,Med,Med,350
8245,James Wilson,ST,3,4,64,bronze,EFL League One (ENG 3),Port Vale,England,27,Rare,Left,Med,Med,400
8246,Connor Hall,CB,2,2,64,bronze,EFL League One (ENG 3),Port Vale,England,29,Rare,Left,Med,High,1500
8247,Nathan Smith,CB,2,3,64,bronze,EFL League One (ENG 3),Port Vale,England,26,Rare,Right,Med,Med,300
8248,David Worrall,RWB,3,4,64,bronze,EFL League One (ENG 3),Port Vale,England,32,Rare,Right,High,Low,350
8249,Daniel Butterworth,ST,3,3,63,bronze,EFL League One (ENG 3),Port Vale,England,23,Non Rare,Right,High,Low,200
8250,Rory Holden,CAM,3,3,63,bronze,EFL League One (ENG 3),Port Vale,Northern Ireland,25,Non Rare,Left,High,Med,200
8251,Jamie Proctor,ST,2,3,63,bronze,EFL League One (ENG 3),Port Vale,England,30,Non Rare,Right,Med,Med,200
8252,Harry Charsley,CM,3,3,62,bronze,EFL League One (ENG 3),Port Vale,Republic of Ireland,26,Non Rare,Right,High,Med,850
8253,Brad Walker,CM,2,3,62,bronze,EFL League One (ENG 3),Port Vale,England,26,Rare,Right,Med,Med,1000
8254,Dennis Politic,RM,3,3,62,bronze,EFL League One (ENG 3),Port Vale,Romania,22,Non Rare,Right,High,Med,200
8255,Malvind Benning,LWB,3,2,62,bronze,EFL League One (ENG 3),Port Vale,England,29,Non Rare,Left,High,Med,200
8256,Dan Jones,CB,2,3,62,bronze,EFL League One (ENG 3),Port Vale,England,28,Non Rare,Left,High,Med,200
8257,Lewis Cass,CB,2,3,62,bronze,EFL League One (ENG 3),Port Vale,England,22,Non Rare,Right,High,Med,250
8258,Aidan Stone,GK,1,3,61,bronze,EFL League One (ENG 3),Port Vale,England,23,Non Rare,Right,Med,Med,200
8259,Liam McCarron,LWB,2,3,61,bronze,EFL League One (ENG 3),Port Vale,Scotland,21,Rare,Left,High,Med,350
8260,Ademipo Odubeko,ST,2,4,61,bronze,EFL League One (ENG 3),Port Vale,Republic of Ireland,20,Non Rare,Right,Med,Med,200
8261,William Forrester,CB,2,3,59,bronze,EFL League One (ENG 3),Port Vale,England,21,Non Rare,Right,Med,Med,200
8262,Thierry Small,LWB,2,2,57,bronze,EFL League One (ENG 3),Port Vale,England,18,Non Rare,Left,High,Med,200
8263,Sammy Robinson,CB,2,3,55,bronze,EFL League One (ENG 3),Port Vale,England,21,Rare,Right,Med,Med,350
8264,Michael Cooper,GK,1,3,68,silver,EFL League One (ENG 3), Plymouth Argyle,England,23,Non Rare,Right,Med,Med,600
8265,Dan Scarr,CB,2,2,67,silver,EFL League One (ENG 3), Plymouth Argyle,England,28,Rare,Right,Low,Med,550
8266,James Wilson,CB,2,3,67,silver,EFL League One (ENG 3), Plymouth Argyle,Wales,33,Non Rare,Right,High,Med,600
8267,Jordan Houghton,CDM,2,3,67,silver,EFL League One (ENG 3), Plymouth Argyle,England,27,Non Rare,Right,Med,High,650
8268,Ryan Hardie,ST,3,3,67,silver,EFL League One (ENG 3), Plymouth Argyle,Scotland,25,Rare,Right,Med,Low,600
8269,Joe Edwards,RWB,2,4,67,silver,EFL League One (ENG 3), Plymouth Argyle,England,32,Non Rare,Right,High,High,600
8270,Conor Grant,LWB,3,3,67,silver,EFL League One (ENG 3), Plymouth Argyle,England,27,Non Rare,Left,High,Med,600
8271,Danny Mayor,CM,4,3,66,silver,EFL League One (ENG 3), Plymouth Argyle,England,32,Non Rare,Right,High,Low,700
8272,Bali Mumba,RWB,2,3,66,silver,EFL League One (ENG 3), Plymouth Argyle,England,21,Non Rare,Right,High,Med,650
8273,Macaulay Gillesphey,CB,2,3,66,silver,EFL League One (ENG 3), Plymouth Argyle,England,27,Non Rare,Left,Med,High,600
8274,Nigel Lonwijk,CB,2,3,65,silver,EFL League One (ENG 3), Plymouth Argyle,Netherlands,20,Non Rare,Right,Med,Med,650
8275,Finn Azaz,CAM,3,4,65,silver,EFL League One (ENG 3), Plymouth Argyle,England,22,Non Rare,Right,High,Med,600
8276,Matt Butcher,CM,2,3,65,silver,EFL League One (ENG 3), Plymouth Argyle,England,25,Non Rare,Left,Med,Med,650
8277,Mickel Miller,LWB,2,4,64,bronze,EFL League One (ENG 3), Plymouth Argyle,England,27,Rare,Left,High,Low,350
8278,Brendan Galloway,CB,2,3,64,bronze,EFL League One (ENG 3), Plymouth Argyle,Zimbabwe,26,Rare,Left,High,Med,350
8279,James Bolton,CB,2,3,64,bronze,EFL League One (ENG 3), Plymouth Argyle,England,28,Rare,Right,High,Med,350
8280,Niall Ennis,ST,3,3,63,bronze,EFL League One (ENG 3), Plymouth Argyle,England,23,Rare,Right,High,Med,300
8281,Adam Randell,CM,2,3,62,bronze,EFL League One (ENG 3), Plymouth Argyle,England,22,Non Rare,Right,Med,Med,200
8282,Callum Burton,GK,1,3,62,bronze,EFL League One (ENG 3), Plymouth Argyle,England,26,Non Rare,Right,Med,Med,350
8283,Sam Cosgrove,ST,2,3,62,bronze,EFL League One (ENG 3), Plymouth Argyle,England,26,Rare,Right,High,Low,350
8284,Morgan Whittaker,RW,3,3,61,bronze,EFL League One (ENG 3), Plymouth Argyle,England,22,Non Rare,Left,Med,Med,200
8285,Jon Guthrie,CB,2,3,66,silver, EFL League Two (ENG 4),Northampton,England,30,Rare,Left,Med,Med,700
8286,Danny Hylton,ST,2,3,65,silver, EFL League Two (ENG 4),Northampton,England,33,Non Rare,Right,High,Med,700
8287,Mitch Pinnock,LM,3,3,65,silver, EFL League Two (ENG 4),Northampton,England,28,Rare,Left,Med,Med,600
8288,Sam Hoskins,RM,3,3,65,silver, EFL League Two (ENG 4),Northampton,England,29,Rare,Right,High,High,500
8289,Aaron McGowan,RB,2,3,64,bronze, EFL League Two (ENG 4),Northampton,England,26,Rare,Right,High,High,450
8290,Ali Koiki,LB,3,2,64,bronze, EFL League Two (ENG 4),Northampton,England,23,Rare,Left,High,Med,350
8291,Shaun McWilliams,CDM,2,3,64,bronze, EFL League Two (ENG 4),Northampton,England,24,Rare,Right,Med,High,400
8292,Lee Burge,GK,1,3,64,bronze, EFL League Two (ENG 4),Northampton,England,30,Rare,Left,Med,Med,400
8293,Akinwale Odimayo,CB,2,4,63,bronze, EFL League Two (ENG 4),Northampton,England,23,Rare,Right,Med,Med,400
8294,Ben Fox,CDM,2,3,63,bronze, EFL League Two (ENG 4),Northampton,England,24,Non Rare,Right,Med,Med,200
8295,Tyler Magloire,CB,2,2,62,bronze, EFL League Two (ENG 4),Northampton,England,24,Rare,Right,Low,Med,400
8296,Josh Eppiah,ST,2,2,62,bronze, EFL League Two (ENG 4),Northampton,Belgium,24,Non Rare,Left,High,Med,200
8297,Ryan Haynes,LB,2,3,62,bronze, EFL League Two (ENG 4),Northampton,England,27,Non Rare,Left,High,High,200
8298,Louis Appéré,ST,3,3,62,bronze, EFL League Two (ENG 4),Northampton,Scotland,23,Non Rare,Right,High,Med,200
8299,Jack Sowerby,CM,2,2,62,bronze, EFL League Two (ENG 4),Northampton,England,27,Non Rare,Right,Med,Med,200
8300,Sam Sherring,CB,2,4,61,bronze, EFL League Two (ENG 4),Northampton,England,22,Non Rare,Right,Med,Med,300
8301,Kieron Bowie,ST,2,3,59,bronze, EFL League Two (ENG 4),Northampton,Scotland,20,Non Rare,Left,Med,Med,200
8302,Jonny Maxted,GK,1,3,59,bronze, EFL League Two (ENG 4),Northampton,England,29,Non Rare,Right,Med,Med,200
8303,Max Dyche,CB,2,2,57,bronze, EFL League Two (ENG 4),Northampton,England,19,Non Rare,Right,Med,High,200
8304,Marc Leonard,CM,2,2,57,bronze, EFL League Two (ENG 4),Northampton,Scotland,21,Non Rare,Right,Med,Med,200
8305,Harvey Lintott,RB,2,3,53,bronze, EFL League Two (ENG 4),Northampton,England,19,Non Rare,Right,High,Med,200
8306,Liam Cross,CM,2,3,53,bronze, EFL League Two (ENG 4),Northampton,England,19,Non Rare,Left,Med,Med,2500
8307,Peter Abimbola,CM,2,3,51,bronze, EFL League Two (ENG 4),Northampton,England,18,Non Rare,Right,High,Med,200
8308,Vítězslav Jaroš,GK,1,3,65,silver, EFL League Two (ENG 4),Stockport,Czech Republic,21,Non Rare,Right,Med,Med,550
8309,Paddy Madden,ST,2,3,64,bronze, EFL League Two (ENG 4),Stockport,Republic of Ireland,32,Rare,Right,High,High,350
8310,Callum Camps,CM,3,3,64,bronze, EFL League Two (ENG 4),Stockport,Northern Ireland,27,Rare,Right,High,Med,350
8311,Antoni Sarcevic,CM,3,2,64,bronze, EFL League Two (ENG 4),Stockport,England,30,Rare,Right,High,Med,850
8312,Fraser Horsfall,CB,2,3,64,bronze, EFL League Two (ENG 4),Stockport,England,26,Rare,Right,Med,Med,400
8313,James Brown,RWB,2,3,63,bronze, EFL League Two (ENG 4),Stockport,Republic of Ireland,24,Rare,Right,High,High,350
8314,Myles Hippolyte,LWB,3,4,63,bronze, EFL League Two (ENG 4),Stockport,England,28,Non Rare,Left,High,Low,200
8315,Chris Hussey,LWB,2,3,63,bronze, EFL League Two (ENG 4),Stockport,England,34,Non Rare,Left,Med,Med,200
8316,Connor Lemonheigh-Evans,CAM,2,3,62,bronze, EFL League Two (ENG 4),Stockport,Wales,25,Rare,Right,High,Med,400
8317,Macauley Southam-Hales,RWB,2,3,62,bronze, EFL League Two (ENG 4),Stockport,Wales,26,Non Rare,Right,High,Med,200
8318,Kyle Wootton,ST,2,3,62,bronze, EFL League Two (ENG 4),Stockport,England,26,Non Rare,Right,Med,Med,200
8319,Ryan Croasdale,CDM,2,3,62,bronze, EFL League Two (ENG 4),Stockport,England,28,Non Rare,Right,Med,High,200
8320,Will Collar,CM,2,2,62,bronze, EFL League Two (ENG 4),Stockport,England,25,Non Rare,Right,High,Med,550
8321,Joe Lewis,CB,2,3,62,bronze, EFL League Two (ENG 4),Stockport,Wales,23,Non Rare,Right,Med,Med,200
8322,Ash Palmer,CB,2,3,61,bronze, EFL League Two (ENG 4),Stockport,England,30,Non Rare,Right,Low,High,2400
8323,Connor Jennings,ST,2,3,61,bronze, EFL League Two (ENG 4),Stockport,England,31,Non Rare,Right,Med,Med,200
8324,Ryan Rydel,LWB,2,3,60,bronze, EFL League Two (ENG 4),Stockport,England,21,Non Rare,Left,High,Med,200
8325,Ben Hinchliffe,GK,1,3,60,bronze, EFL League Two (ENG 4),Stockport,England,34,Non Rare,Right,Med,Med,200
8326,Johnson,CB,2,2,59,bronze, EFL League Two (ENG 4),Stockport,Northern Ireland,26,Non Rare,Left,High,Med,200
8327,Elliot Newby,RWB,2,4,59,bronze, EFL League Two (ENG 4),Stockport,England,27,Non Rare,Right,High,Low,1000
8328,Oliver Crankshaw,ST,2,3,58,bronze, EFL League Two (ENG 4),Stockport,England,24,Non Rare,Right,Med,Med,200
8329,Mark Kitching,LWB,2,3,58,bronze, EFL League Two (ENG 4),Stockport,England,27,Non Rare,Left,Med,Med,300
8330,Akil Wright,CDM,2,2,58,bronze, EFL League Two (ENG 4),Stockport,England,26,Non Rare,Right,High,High,200
8331,Cody Johnson,CM,2,3,53,bronze, EFL League Two (ENG 4),Stockport,England,18,Non Rare,Right,Med,Med,200
8332,Tom Edwards,RB,2,3,70,silver,EFL League One (ENG 3),Barnsley,England,24,Rare,Right,Med,High,2000
8333,Bradley Collins,GK,1,2,69,silver,EFL League One (ENG 3),Barnsley,England,25,Non Rare,Right,Med,Med,600
8334,Mads Juel Andersen,CB,2,4,69,silver,EFL League One (ENG 3),Barnsley,Denmark,25,Non Rare,Right,Med,Med,600
8335,Herbie Kane,CDM,3,3,66,silver,EFL League One (ENG 3),Barnsley,England,24,Non Rare,Right,Med,Med,650
8336,Jack Walton,GK,1,2,66,silver,EFL League One (ENG 3),Barnsley,England,24,Non Rare,Right,Med,Med,650
8337,Nicky Cadden,LWB,3,2,66,silver,EFL League One (ENG 3),Barnsley,Scotland,26,Rare,Left,High,Med,500
8338,Jordan Williams,RWB,2,3,66,silver,EFL League One (ENG 3),Barnsley,England,23,Non Rare,Right,Med,High,600
8339,James Norwood,ST,3,3,65,silver,EFL League One (ENG 3),Barnsley,England,32,Non Rare,Right,Med,Low,600
8340,Conor McCarthy,CB,2,3,65,silver,EFL League One (ENG 3),Barnsley,Republic of Ireland,24,Non Rare,Right,Low,Med,600
8341,Josh Martin,LM,3,4,65,silver,EFL League One (ENG 3),Barnsley,England,21,Non Rare,Right,Med,Med,600
8342,Adam Phillips,CM,3,3,65,silver,EFL League One (ENG 3),Barnsley,England,25,Non Rare,Right,Med,Med,750
8343,Devante Cole,ST,2,3,65,silver,EFL League One (ENG 3),Barnsley,England,27,Rare,Right,Med,Low,550
8344,Liam Kitching,CB,2,2,65,silver,EFL League One (ENG 3),Barnsley,England,23,Non Rare,Left,Med,Med,650
8345,Robbie Cundy,CB,2,3,64,bronze,EFL League One (ENG 3),Barnsley,England,25,Rare,Right,Med,Med,350
8346,Josh Benson,CM,2,3,64,bronze,EFL League One (ENG 3),Barnsley,England,23,Rare,Right,Med,Med,350
8347,Slobodan Tedić,ST,3,4,63,bronze,EFL League One (ENG 3),Barnsley,Serbia,22,Non Rare,Right,Med,Med,200
8348,Luke Thomas,RM,3,2,63,bronze,EFL League One (ENG 3),Barnsley,England,23,Rare,Left,Med,Med,350
8349,Jasper Moon,CB,2,3,62,bronze,EFL League One (ENG 3),Barnsley,England,22,Non Rare,Right,Low,High,200
8350,Jack Aitchison,CAM,2,3,62,bronze,EFL League One (ENG 3),Barnsley,Scotland,22,Rare,Right,Med,Med,350
8351,Luca Connell,CM,2,3,61,bronze,EFL League One (ENG 3),Barnsley,Republic of Ireland,21,Rare,Left,Med,Med,400
8352,Matty Wolfe,CDM,2,3,61,bronze,EFL League One (ENG 3),Barnsley,England,22,Non Rare,Right,Med,Med,200
8353,Ziyad Larkeche,LB,2,2,57,bronze,EFL League One (ENG 3),Barnsley,France,20,Non Rare,Left,Med,Med,200
8354,Jordan Helliwell,RWB,2,3,54,bronze,EFL League One (ENG 3),Barnsley,England,21,Non Rare,Right,High,Med,200
8355,Jason Sraha,CB,2,2,51,bronze,EFL League One (ENG 3),Barnsley,England,20,Non Rare,Left,Med,Med,200
8356,Ryan Tafazolli,CB,2,2,69,silver,EFL League One (ENG 3), Wycombe,England,31,Rare,Left,Med,High,500
8357,Garath McCleary,RW,4,3,68,silver,EFL League One (ENG 3), Wycombe,Jamaica,35,Rare,Right,Med,Med,600
8358,Joe Jacobson,CB,2,2,68,silver,EFL League One (ENG 3), Wycombe,Wales,36,Rare,Left,High,High,600
8359,Jordan Obita,LB,3,2,68,silver,EFL League One (ENG 3), Wycombe,England,29,Non Rare,Left,High,Med,750
8360,Sam Vokes,ST,2,3,68,silver,EFL League One (ENG 3), Wycombe,Wales,33,Rare,Right,Med,Med,600
8361,Josh Scowen,CDM,2,3,67,silver,EFL League One (ENG 3), Wycombe,England,29,Non Rare,Right,Med,High,600
8362,Maksymilian Stryjek,GK,1,2,67,silver,EFL League One (ENG 3), Wycombe,Poland,26,Non Rare,Right,Med,Med,600
8363,Jason McCarthy,RB,2,3,66,silver,EFL League One (ENG 3), Wycombe,England,27,Non Rare,Right,Med,Med,650
8364,Daryl Horgan,CAM,4,3,66,silver,EFL League One (ENG 3), Wycombe,Republic of Ireland,30,Rare,Right,Med,Med,2600
8365,Curtis Thompson,CM,2,3,66,silver,EFL League One (ENG 3), Wycombe,England,29,Non Rare,Right,Med,High,650
8366,Brandon Hanlan,ST,3,3,66,silver,EFL League One (ENG 3), Wycombe,England,25,Rare,Right,High,High,500
8367,Sullay Kaikai,LW,3,3,66,silver,EFL League One (ENG 3), Wycombe,Sierra Leone,27,Non Rare,Right,High,Med,600
8368,Jack Grimmer,CB,2,3,65,silver,EFL League One (ENG 3), Wycombe,Scotland,28,Non Rare,Right,High,Med,650
8369,Anis Mehmeti,LW,3,2,65,silver,EFL League One (ENG 3), Wycombe,Albania,22,Non Rare,Right,High,Med,600
8370,Dominic Gape,CDM,2,3,65,silver,EFL League One (ENG 3), Wycombe,England,28,Non Rare,Right,Med,High,600
8371,Lewis Wing,CM,3,3,65,silver,EFL League One (ENG 3), Wycombe,England,27,Non Rare,Right,Med,Med,650
8372,David Wheeler,RW,3,3,64,bronze,EFL League One (ENG 3), Wycombe,England,32,Rare,Right,High,Med,350
8373,Chris Forino-Joseph,CB,2,4,63,bronze,EFL League One (ENG 3), Wycombe,England,22,Non Rare,Right,Med,Med,400
8374,Nick Freeman,LW,3,3,61,bronze,EFL League One (ENG 3), Wycombe,England,27,Non Rare,Right,High,High,200
8375,Jack Young,CM,2,4,59,bronze,EFL League One (ENG 3), Wycombe,England,22,Non Rare,Right,Med,Med,200
8376,D'Mani Bughail-Mellor,ST,2,3,59,bronze,EFL League One (ENG 3), Wycombe,England,22,Non Rare,Right,High,High,200
8377,Tjay De Barr,ST,2,3,59,bronze,EFL League One (ENG 3), Wycombe,Gibraltar,22,Non Rare,Right,Med,Med,200
8378,Ali Al-Hamadi,ST,2,3,58,bronze,EFL League One (ENG 3), Wycombe, Iraq,20,Non Rare,Right,Med,Med,200
8379,Jasper Pattenden,CAM,2,3,58,bronze,EFL League One (ENG 3), Wycombe,England,20,Rare,Right,High,Med,400
8380,Jack Wakely,CB,2,5,58,bronze,EFL League One (ENG 3), Wycombe,England,22,Rare,Left,Med,Med,400
